SEIFA series-alias,Type-alias,Type-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[none:type:nk]-alias,SUM(Pivot Field Values)-value,SUM(Pivot Field Values)-alias,MONTH(Service Month)-value,MONTH(Service Month)-alias,MONTH(Service Month)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[tmn:ServiceMonth:qk]-value,MONTH(Service Month)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[tmn:ServiceMonth:qk]-alias,ATTR(rolling_tooltip_text)-alias,ATTR(rolling 3 months average text)-alias,ATTR(rolling 3 months average text)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[attr:Calculation_892838648462733318:nk]-alias,ATTR(Description)-alias,ATTR(Description)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[attr:Description:nk]-alias,ATTR(SEIFA series_tooltip)-alias,ATTR(Age Series tooltip )-alias,ATTR(State1)-alias,ATTR(State1)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[attr:State:nk]-alias,Series-alias,Series (label)-alias,SUM(policy_event_ind)-alias,ATTR(Series tooltip)-alias
5 (highest socioeconomic area),Total,Total,0.4289583462,0.4289583462,1984-02-01 00:00:00,February 1984,1991-12-01 00:00:00,December 1991, ,%null%,%null%,%null%,"On 1 December 1991, benefits for out-of-hospital GP attendances for non-card holders were reduced by $3.50. GPs could charge a copayment for bulk billed services of up to $2.50 to compensate for the benefit reduction. In addition, GPs were paid a $1 transaction fee to cover the cost of collecting the copayment. Examples of card holders were persons covered by a Health Care Card, Pensioner Health Benefits Card and Specific Treatment Entitlement Card. Copayments for bulk billing and the benefit reduction ceased from 1 March 1992.",Quintile 5,%null%,Australia,Australia,Aus,Aus,10.00,In Aus
5 (highest socioeconomic area),Total,Total,0.4417798862,0.4417798862,1984-03-01 00:00:00,March 1984,1992-01-01 00:00:00,January 1992, ,%null%,%null%,%null%,"On 1 December 1991, benefits for out-of-hospital GP attendances for non-card holders were reduced by $3.50. GPs could charge a copayment for bulk billed services of up to $2.50 to compensate for the benefit reduction. In addition, GPs were paid a $1 transaction fee to cover the cost of collecting the copayment. Examples of card holders were persons covered by a Health Care Card, Pensioner Health Benefits Card and Specific Treatment Entitlement Card. Copayments for bulk billing and the benefit reduction ceased from 1 March 1992.",Quintile 5,%null%,Australia,Australia,Aus,Aus,10.00,In Aus
5 (highest socioeconomic area),Total,Total,0.4525695466,0.4525695466,1984-04-01 00:00:00,April 1984,1992-02-01 00:00:00,February 1992, ,%null%,%null%,%null%,"On 1 December 1991, benefits for out-of-hospital GP attendances for non-card holders were reduced by $3.50. GPs could charge a copayment for bulk billed services of up to $2.50 to compensate for the benefit reduction. In addition, GPs were paid a $1 transaction fee to cover the cost of collecting the copayment. Examples of card holders were persons covered by a Health Care Card, Pensioner Health Benefits Card and Specific Treatment Entitlement Card. Copayments for bulk billing and the benefit reduction ceased from 1 March 1992.",Quintile 5,%null%,Australia,Australia,Aus,Aus,10.00,In Aus
5 (highest socioeconomic area),Total,Total,0.4586229694,0.4586229694,1984-05-01 00:00:00,May 1984,2004-02-01 00:00:00,February 2004, ,%null%,%null%,%null%,"On 1 February 2004, the $4 billion Strengthening Medicare package in response to falling rates of bulk billing was introduced. Bulk billing incentives introduced for non-referred services involving children under 16 and concessional patients.",Quintile 5,%null%,Australia,Australia,Aus,Aus,10.00,In Aus
5 (highest socioeconomic area),Total,Total,0.4541127764,0.4541127764,1984-06-01 00:00:00,June 1984,2004-05-01 00:00:00,May 2004, ,%null%,%null%,%null%,"On 1 May 2004, the introduction of additional bulk billing incentive item, 10991 to provide a higher incentive payment (compared to item 10990) for the bulk billing of children under 16 and concessional patients for attendances provided in regional, rural or remote areas, areas of health workforce shortage or the whole of Tasmania. Eligible areas have later been defined by Modified Monash areas.",Quintile 5,%null%,Australia,Australia,Aus,Aus,10.00,In Aus
5 (highest socioeconomic area),Total,Total,0.4464428454,0.4464428454,1984-07-01 00:00:00,July 1984,2005-01-01 00:00:00,January 2005, ,%null%,%null%,%null%,"On 1 January 2005, rebates for non-hospital GP attendances increased to 100% of Schedule fee (not appliable to bulk billing incentive items). Also introduced was item 10992, which provided another incentive for the bulk billing of children under 16 and concessional patients receiving after-hours attendances provided in the areas defined under item 10991, in the specific case of the GP not being based in the eligible area, and therefore unable to claim item 10991.",Quintile 5,%null%,Australia,Australia,Aus,Aus,10.00,In Aus
5 (highest socioeconomic area),Total,Total,0.4505475762,0.4505475762,1984-08-01 00:00:00,August 1984,2014-07-01 00:00:00,July 2014, ,%null%,%null%,%null%,"After 1 July 2014, a freeze on indexation to Schedule fees was introduced (known as the Medicare rebate freeze).",Quintile 5,%null%,Australia,Australia,Aus,Aus,10.00,In Aus
5 (highest socioeconomic area),Total,Total,0.462186019,0.462186019,1984-09-01 00:00:00,September 1984,2017-07-01 00:00:00,July 2017, ,%null%,%null%,%null%,"From 1 July 2017, re-introduction of indexation of Schedule fees in a phased lifting approach commenced. However, indexation did not extend to all Medicare items.",Quintile 5,%null%,Australia,Australia,Aus,Aus,10.00,In Aus
5 (highest socioeconomic area),Total,Total,0.4665552048,0.4665552048,1984-10-01 00:00:00,October 1984,2020-03-01 00:00:00,March 2020, ,%null%,%null%,%null%,"From 13 March 2020, new telehealth items were introduced to protect patients and doctors during the COVID-19 pandemic. There was a temporary doubling of Schedule fees for all bulk billing incentive items between 30 March and 30 September. This included 2 temporary GP and other medical practitioner bulk billing incentive items for patients who are vulnerable to COVID-19, introduced on 20 April and ended on 30 September.",Quintile 5,%null%,Australia,Australia,Aus,Aus,10.00,In Aus
5 (highest socioeconomic area),Total,Total,0.467769818,0.467769818,1984-11-01 00:00:00,November 1984,2020-04-01 00:00:00,April 2020, ,%null%,%null%,%null%,"From 13 March 2020, new telehealth items were introduced to protect patients and doctors during the COVID-19 pandemic. There was a temporary doubling of Schedule fees for all bulk billing incentive items between 30 March and 30 September. This included 2 temporary GP and other medical practitioner bulk billing incentive items for patients who are vulnerable to COVID-19, introduced on 20 April and ended on 30 September.",Quintile 5,%null%,Australia,Australia,Aus,Aus,10.00,In Aus
5 (highest socioeconomic area),Total,Total,0.4747962877,0.4747962877,1984-12-01 00:00:00,December 1984,2020-05-01 00:00:00,May 2020, ,%null%,%null%,%null%,"From 13 March 2020, new telehealth items were introduced to protect patients and doctors during the COVID-19 pandemic. There was a temporary doubling of Schedule fees for all bulk billing incentive items between 30 March and 30 September. This included 2 temporary GP and other medical practitioner bulk billing incentive items for patients who are vulnerable to COVID-19, introduced on 20 April and ended on 30 September.",Quintile 5,%null%,Australia,Australia,Aus,Aus,10.00,In Aus
5 (highest socioeconomic area),Total,Total,0.4838898668,0.4838898668,1985-01-01 00:00:00,January 1985,2020-06-01 00:00:00,June 2020, ,%null%,%null%,%null%,"From 13 March 2020, new telehealth items were introduced to protect patients and doctors during the COVID-19 pandemic. There was a temporary doubling of Schedule fees for all bulk billing incentive items between 30 March and 30 September. This included 2 temporary GP and other medical practitioner bulk billing incentive items for patients who are vulnerable to COVID-19, introduced on 20 April and ended on 30 September.",Quintile 5,%null%,Australia,Australia,Aus,Aus,10.00,In Aus
5 (highest socioeconomic area),Total,Total,0.4844347865,0.4844347865,1985-02-01 00:00:00,February 1985,2020-07-01 00:00:00,July 2020, ,%null%,%null%,%null%,"From 13 March 2020, new telehealth items were introduced to protect patients and doctors during the COVID-19 pandemic. There was a temporary doubling of Schedule fees for all bulk billing incentive items between 30 March and 30 September. This included 2 temporary GP and other medical practitioner bulk billing incentive items for patients who are vulnerable to COVID-19, introduced on 20 April and ended on 30 September.",Quintile 5,%null%,Australia,Australia,Aus,Aus,10.00,In Aus
5 (highest socioeconomic area),Total,Total,0.4830634955,0.4830634955,1985-03-01 00:00:00,March 1985,2020-08-01 00:00:00,August 2020, ,%null%,%null%,%null%,"From 13 March 2020, new telehealth items were introduced to protect patients and doctors during the COVID-19 pandemic. There was a temporary doubling of Schedule fees for all bulk billing incentive items between 30 March and 30 September. This included 2 temporary GP and other medical practitioner bulk billing incentive items for patients who are vulnerable to COVID-19, introduced on 20 April and ended on 30 September.",Quintile 5,%null%,Australia,Australia,Aus,Aus,10.00,In Aus
5 (highest socioeconomic area),Total,Total,0.4864608346,0.4864608346,1985-04-01 00:00:00,April 1985,2020-09-01 00:00:00,September 2020, ,%null%,%null%,%null%,"From 13 March 2020, new telehealth items were introduced to protect patients and doctors during the COVID-19 pandemic. There was a temporary doubling of Schedule fees for all bulk billing incentive items between 30 March and 30 September. This included 2 temporary GP and other medical practitioner bulk billing incentive items for patients who are vulnerable to COVID-19, introduced on 20 April and ended on 30 September.",Quintile 5,%null%,Australia,Australia,Aus,Aus,10.00,In Aus
5 (highest socioeconomic area),Total,Total,0.4844678136,0.4844678136,1985-05-01 00:00:00,May 1985,2021-02-01 00:00:00,February 2021, ,%null%,%null%,%null%,"On 26 February 2021 GP attendance items were introduced for assessing a patient's suitability for a COVID-19 vaccine. It is a requirement that these items are bulk billed. In addition, bulk billing incentives are not payable for these items.",Quintile 5,%null%,Australia,Australia,Aus,Aus,10.00,In Aus
5 (highest socioeconomic area),Total,Total,0.4775509518,0.4775509518,1985-06-01 00:00:00,June 1985,2023-11-01 00:00:00,November 2023, ,%null%,%null%,%null%,"On 1 November 2023, new bulk billing items with higher incentive payments were introduced for certain types of GP consultations outside of hospital, for children under 16 and concessional patients. These payments are triple the amount of existing standard bulk billing incentive payments. In addition, the standard bulk billing incentive payments continue to be available for the remaining types of GP consultations.",Quintile 5,%null%,Australia,Australia,Aus,Aus,10.00,In Aus
5 (highest socioeconomic area),Total,Total,0.4739641686,0.4739641686,1985-07-01 00:00:00,July 1985,2025-07-01 00:00:00,July 2025, ,%null%,%null%,%null%,"On 1 July 2025, COVID-19 vaccine support items were removed from the MBS. These were items claimed by GPs to assess a patient's suitability for the COVID-19 vaccine, and were removed to bring the MBS treatment of COVID-19 vaccines in line with other vaccines. GPs will be able to use general attendance items when providing COVID-19 vaccine support services.",Quintile 5,%null%,Australia,Australia,Aus,Aus,10.00,In Aus
5 (highest socioeconomic area),Total,Total,0.4798091323,0.4798091323,1985-08-01 00:00:00,August 1985,2025-11-01 00:00:00,November 2025, ,%null%,%null%,%null%,"On 1 November 2025, bulk billing incentives, previously only eligible for patients under 16 years of age or who were a Commonwealth concession cardholder, were expanded to all Medicare-eligible patients when bulk billed.",Quintile 5,%null%,Australia,Australia,Aus,Aus,10.00,In Aus
5 (highest socioeconomic area),Total,0,0.4927709741,0.4927709741,1985-09-01 00:00:00,September 1985,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.4967714975,0.4967714975,1985-10-01 00:00:00,October 1985,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.5023945408,0.5023945408,1985-11-01 00:00:00,November 1985,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.5095859604,0.5095859604,1985-12-01 00:00:00,December 1985,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.5205565547,0.5205565547,1986-01-01 00:00:00,January 1986,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.5202058467,0.5202058467,1986-02-01 00:00:00,February 1986,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.5212994482,0.5212994482,1986-03-01 00:00:00,March 1986,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.5228009373,0.5228009373,1986-04-01 00:00:00,April 1986,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.5207561001,0.5207561001,1986-05-01 00:00:00,May 1986,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.517719144,0.517719144,1986-06-01 00:00:00,June 1986,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.5143895166,0.5143895166,1986-07-01 00:00:00,July 1986,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.5139433228,0.5139433228,1986-08-01 00:00:00,August 1986,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.5239437859,0.5239437859,1986-09-01 00:00:00,September 1986,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.5297195579,0.5297195579,1986-10-01 00:00:00,October 1986,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.5333826594,0.5333826594,1986-11-01 00:00:00,November 1986,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.5414765134,0.5414765134,1986-12-01 00:00:00,December 1986,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.5487446988,0.5487446988,1987-01-01 00:00:00,January 1987,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.5489518592,0.5489518592,1987-02-01 00:00:00,February 1987,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.5507775557,0.5507775557,1987-03-01 00:00:00,March 1987,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.5597468848,0.5597468848,1987-04-01 00:00:00,April 1987,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.5536595566,0.5536595566,1987-05-01 00:00:00,May 1987,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.5491669805,0.5491669805,1987-06-01 00:00:00,June 1987,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.5495029098,0.5495029098,1987-07-01 00:00:00,July 1987,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.5323211281,0.5323211281,1987-08-01 00:00:00,August 1987,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.5442821051,0.5442821051,1987-09-01 00:00:00,September 1987,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.5551546893,0.5551546893,1987-10-01 00:00:00,October 1987,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.5515130495,0.5515130495,1987-11-01 00:00:00,November 1987,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.5581899977,0.5581899977,1987-12-01 00:00:00,December 1987,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.5660911283,0.5660911283,1988-01-01 00:00:00,January 1988,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.5636225362,0.5636225362,1988-02-01 00:00:00,February 1988,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.5697579958,0.5697579958,1988-03-01 00:00:00,March 1988,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.5736317568,0.5736317568,1988-04-01 00:00:00,April 1988,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.567977163,0.567977163,1988-05-01 00:00:00,May 1988,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.567575495,0.567575495,1988-06-01 00:00:00,June 1988,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.5607491964,0.5607491964,1988-07-01 00:00:00,July 1988,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.5655768924,0.5655768924,1988-08-01 00:00:00,August 1988,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.5779369364,0.5779369364,1988-09-01 00:00:00,September 1988,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.5831719663,0.5831719663,1988-10-01 00:00:00,October 1988,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.5846690855,0.5846690855,1988-11-01 00:00:00,November 1988,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.5890183088,0.5890183088,1988-12-01 00:00:00,December 1988,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.5961552046,0.5961552046,1989-01-01 00:00:00,January 1989,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.5959933696,0.5959933696,1989-02-01 00:00:00,February 1989,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.6016656583,0.6016656583,1989-03-01 00:00:00,March 1989,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.6029244488,0.6029244488,1989-04-01 00:00:00,April 1989,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.5983484887,0.5983484887,1989-05-01 00:00:00,May 1989,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.6000195351,0.6000195351,1989-06-01 00:00:00,June 1989,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.5978966213,0.5978966213,1989-07-01 00:00:00,July 1989,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.5894633815,0.5894633815,1989-08-01 00:00:00,August 1989,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.6018922338,0.6018922338,1989-09-01 00:00:00,September 1989,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.6094733209,0.6094733209,1989-10-01 00:00:00,October 1989,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.6112130925,0.6112130925,1989-11-01 00:00:00,November 1989,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.6169533722,0.6169533722,1989-12-01 00:00:00,December 1989,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.6218555951,0.6218555951,1990-01-01 00:00:00,January 1990,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.6246389208,0.6246389208,1990-02-01 00:00:00,February 1990,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.6287256384,0.6287256384,1990-03-01 00:00:00,March 1990,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.6338248023,0.6338248023,1990-04-01 00:00:00,April 1990,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.6305393901,0.6305393901,1990-05-01 00:00:00,May 1990,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.633712166,0.633712166,1990-06-01 00:00:00,June 1990,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.6367573723,0.6367573723,1990-07-01 00:00:00,July 1990,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.6372865021,0.6372865021,1990-08-01 00:00:00,August 1990,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.6433613669,0.6433613669,1990-09-01 00:00:00,September 1990,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.6526505048,0.6526505048,1990-10-01 00:00:00,October 1990,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.6486615423,0.6486615423,1990-11-01 00:00:00,November 1990,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.6582688681,0.6582688681,1990-12-01 00:00:00,December 1990,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.6643974558,0.6643974558,1991-01-01 00:00:00,January 1991,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.666240369,0.666240369,1991-02-01 00:00:00,February 1991,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.6745160634,0.6745160634,1991-03-01 00:00:00,March 1991,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.6775472634,0.6775472634,1991-04-01 00:00:00,April 1991,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.6738673944,0.6738673944,1991-05-01 00:00:00,May 1991,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.6784023941,0.6784023941,1991-06-01 00:00:00,June 1991,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.6782217601,0.6782217601,1991-07-01 00:00:00,July 1991,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.6773897938,0.6773897938,1991-08-01 00:00:00,August 1991,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.677159101,0.677159101,1991-09-01 00:00:00,September 1991,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.6840107219,0.6840107219,1991-10-01 00:00:00,October 1991,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.6825594833,0.6825594833,1991-11-01 00:00:00,November 1991,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.6470410855,0.6470410855,1991-12-01 00:00:00,December 1991,0,0, ,%null%,0,"On 1 December 1991, benefits for out-of-hospital GP attendances for non-card holders were reduced by $3.50. GPs could charge a copayment for bulk billed services of up to $2.50 to compensate for the benefit reduction. In addition, GPs were paid a $1 transaction fee to cover the cost of collecting the copayment. Examples of card holders were persons covered by a Health Care Card, Pensioner Health Benefits Card and Specific Treatment Entitlement Card. Copayments for bulk billing and the benefit reduction ceased from 1 March 1992.",0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.6546905917,0.6546905917,1992-01-01 00:00:00,January 1992,0,0, ,%null%,0,"On 1 December 1991, benefits for out-of-hospital GP attendances for non-card holders were reduced by $3.50. GPs could charge a copayment for bulk billed services of up to $2.50 to compensate for the benefit reduction. In addition, GPs were paid a $1 transaction fee to cover the cost of collecting the copayment. Examples of card holders were persons covered by a Health Care Card, Pensioner Health Benefits Card and Specific Treatment Entitlement Card. Copayments for bulk billing and the benefit reduction ceased from 1 March 1992.",0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.6601983116,0.6601983116,1992-02-01 00:00:00,February 1992,0,0, ,%null%,0,"On 1 December 1991, benefits for out-of-hospital GP attendances for non-card holders were reduced by $3.50. GPs could charge a copayment for bulk billed services of up to $2.50 to compensate for the benefit reduction. In addition, GPs were paid a $1 transaction fee to cover the cost of collecting the copayment. Examples of card holders were persons covered by a Health Care Card, Pensioner Health Benefits Card and Specific Treatment Entitlement Card. Copayments for bulk billing and the benefit reduction ceased from 1 March 1992.",0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.6810320358,0.6810320358,1992-03-01 00:00:00,March 1992,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.6857229834,0.6857229834,1992-04-01 00:00:00,April 1992,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.6840220463,0.6840220463,1992-05-01 00:00:00,May 1992,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.6830065538,0.6830065538,1992-06-01 00:00:00,June 1992,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.6878057959,0.6878057959,1992-07-01 00:00:00,July 1992,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.6869947191,0.6869947191,1992-08-01 00:00:00,August 1992,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.6926816012,0.6926816012,1992-09-01 00:00:00,September 1992,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.6953094604,0.6953094604,1992-10-01 00:00:00,October 1992,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.6976608765,0.6976608765,1992-11-01 00:00:00,November 1992,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
