SEIFA series-alias,Type-alias,Type-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[none:type:nk]-alias,SUM(Pivot Field Values)-value,SUM(Pivot Field Values)-alias,MONTH(Service Month)-value,MONTH(Service Month)-alias,MONTH(Service Month)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[tmn:ServiceMonth:qk]-value,MONTH(Service Month)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[tmn:ServiceMonth:qk]-alias,ATTR(rolling_tooltip_text)-alias,ATTR(rolling 3 months average text)-alias,ATTR(rolling 3 months average text)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[attr:Calculation_892838648462733318:nk]-alias,ATTR(Description)-alias,ATTR(Description)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[attr:Description:nk]-alias,ATTR(SEIFA series_tooltip)-alias,ATTR(Age Series tooltip )-alias,ATTR(State1)-alias,ATTR(State1)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[attr:State:nk]-alias,Series-alias,Series (label)-alias,SUM(policy_event_ind)-alias,ATTR(Series tooltip)-alias
1 (lowest socioeconomic area),Total,0,0.8463879316,0.8463879316,1995-04-01 00:00:00,April 1995,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8426410746,0.8426410746,1995-05-01 00:00:00,May 1995,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8413955871,0.8413955871,1995-06-01 00:00:00,June 1995,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8425808638,0.8425808638,1995-07-01 00:00:00,July 1995,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.837131218,0.837131218,1995-08-01 00:00:00,August 1995,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.84005239,0.84005239,1995-09-01 00:00:00,September 1995,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8436381877,0.8436381877,1995-10-01 00:00:00,October 1995,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.843905419,0.843905419,1995-11-01 00:00:00,November 1995,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8454928211,0.8454928211,1995-12-01 00:00:00,December 1995,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8461478983,0.8461478983,1996-01-01 00:00:00,January 1996,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8476054978,0.8476054978,1996-02-01 00:00:00,February 1996,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8538411193,0.8538411193,1996-03-01 00:00:00,March 1996,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8529649004,0.8529649004,1996-04-01 00:00:00,April 1996,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8488403022,0.8488403022,1996-05-01 00:00:00,May 1996,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8517688016,0.8517688016,1996-06-01 00:00:00,June 1996,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8460603471,0.8460603471,1996-07-01 00:00:00,July 1996,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8473339912,0.8473339912,1996-08-01 00:00:00,August 1996,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8489713623,0.8489713623,1996-09-01 00:00:00,September 1996,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8508848538,0.8508848538,1996-10-01 00:00:00,October 1996,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8502213432,0.8502213432,1996-11-01 00:00:00,November 1996,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8492685859,0.8492685859,1996-12-01 00:00:00,December 1996,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8479447823,0.8479447823,1997-01-01 00:00:00,January 1997,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8490763667,0.8490763667,1997-02-01 00:00:00,February 1997,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8566727924,0.8566727924,1997-03-01 00:00:00,March 1997,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8534514099,0.8534514099,1997-04-01 00:00:00,April 1997,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8521282611,0.8521282611,1997-05-01 00:00:00,May 1997,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8518154767,0.8518154767,1997-06-01 00:00:00,June 1997,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8474519376,0.8474519376,1997-07-01 00:00:00,July 1997,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8431755195,0.8431755195,1997-08-01 00:00:00,August 1997,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8414768896,0.8414768896,1997-09-01 00:00:00,September 1997,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8446522213,0.8446522213,1997-10-01 00:00:00,October 1997,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8450222307,0.8450222307,1997-11-01 00:00:00,November 1997,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8415869317,0.8415869317,1997-12-01 00:00:00,December 1997,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8410544849,0.8410544849,1998-01-01 00:00:00,January 1998,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8433191936,0.8433191936,1998-02-01 00:00:00,February 1998,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8449101554,0.8449101554,1998-03-01 00:00:00,March 1998,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8454172742,0.8454172742,1998-04-01 00:00:00,April 1998,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8456600056,0.8456600056,1998-05-01 00:00:00,May 1998,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8445535927,0.8445535927,1998-06-01 00:00:00,June 1998,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8394824974,0.8394824974,1998-07-01 00:00:00,July 1998,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8386858524,0.8386858524,1998-08-01 00:00:00,August 1998,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.84171624,0.84171624,1998-09-01 00:00:00,September 1998,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8419399277,0.8419399277,1998-10-01 00:00:00,October 1998,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8429550419,0.8429550419,1998-11-01 00:00:00,November 1998,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8411531511,0.8411531511,1998-12-01 00:00:00,December 1998,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8431124846,0.8431124846,1999-01-01 00:00:00,January 1999,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8441494883,0.8441494883,1999-02-01 00:00:00,February 1999,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8482647288,0.8482647288,1999-03-01 00:00:00,March 1999,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8465450065,0.8465450065,1999-04-01 00:00:00,April 1999,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8470494543,0.8470494543,1999-05-01 00:00:00,May 1999,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8462049701,0.8462049701,1999-06-01 00:00:00,June 1999,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8417953867,0.8417953867,1999-07-01 00:00:00,July 1999,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8386588995,0.8386588995,1999-08-01 00:00:00,August 1999,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8395275213,0.8395275213,1999-09-01 00:00:00,September 1999,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8424100341,0.8424100341,1999-10-01 00:00:00,October 1999,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8406407932,0.8406407932,1999-11-01 00:00:00,November 1999,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8392227425,0.8392227425,1999-12-01 00:00:00,December 1999,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8425549592,0.8425549592,2000-01-01 00:00:00,January 2000,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8411184103,0.8411184103,2000-02-01 00:00:00,February 2000,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8444528575,0.8444528575,2000-03-01 00:00:00,March 2000,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8471261435,0.8471261435,2000-04-01 00:00:00,April 2000,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8417085349,0.8417085349,2000-05-01 00:00:00,May 2000,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8429482439,0.8429482439,2000-06-01 00:00:00,June 2000,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8401112523,0.8401112523,2000-07-01 00:00:00,July 2000,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8373474355,0.8373474355,2000-08-01 00:00:00,August 2000,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8348815768,0.8348815768,2000-09-01 00:00:00,September 2000,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8369356372,0.8369356372,2000-10-01 00:00:00,October 2000,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8368771971,0.8368771971,2000-11-01 00:00:00,November 2000,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8357369415,0.8357369415,2000-12-01 00:00:00,December 2000,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8310784403,0.8310784403,2001-01-01 00:00:00,January 2001,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.834991602,0.834991602,2001-02-01 00:00:00,February 2001,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8385680912,0.8385680912,2001-03-01 00:00:00,March 2001,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8353959878,0.8353959878,2001-04-01 00:00:00,April 2001,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.833208211,0.833208211,2001-05-01 00:00:00,May 2001,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8338515831,0.8338515831,2001-06-01 00:00:00,June 2001,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8277276425,0.8277276425,2001-07-01 00:00:00,July 2001,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8202928561,0.8202928561,2001-08-01 00:00:00,August 2001,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8223165541,0.8223165541,2001-09-01 00:00:00,September 2001,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8231218552,0.8231218552,2001-10-01 00:00:00,October 2001,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8187378211,0.8187378211,2001-11-01 00:00:00,November 2001,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8159701616,0.8159701616,2001-12-01 00:00:00,December 2001,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8150697345,0.8150697345,2002-01-01 00:00:00,January 2002,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8128143423,0.8128143423,2002-02-01 00:00:00,February 2002,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8184677283,0.8184677283,2002-03-01 00:00:00,March 2002,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8173676288,0.8173676288,2002-04-01 00:00:00,April 2002,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8142150826,0.8142150826,2002-05-01 00:00:00,May 2002,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8121304264,0.8121304264,2002-06-01 00:00:00,June 2002,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.7954532258,0.7954532258,2002-07-01 00:00:00,July 2002,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.7909485783,0.7909485783,2002-08-01 00:00:00,August 2002,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.7903782149,0.7903782149,2002-09-01 00:00:00,September 2002,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.7890372692,0.7890372692,2002-10-01 00:00:00,October 2002,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.7833069858,0.7833069858,2002-11-01 00:00:00,November 2002,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.777880071,0.777880071,2002-12-01 00:00:00,December 2002,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.7753128358,0.7753128358,2003-01-01 00:00:00,January 2003,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.7761463318,0.7761463318,2003-02-01 00:00:00,February 2003,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.7867507939,0.7867507939,2003-03-01 00:00:00,March 2003,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.7822194779,0.7822194779,2003-04-01 00:00:00,April 2003,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.779203364,0.779203364,2003-05-01 00:00:00,May 2003,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.7762659414,0.7762659414,2003-06-01 00:00:00,June 2003,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.770552571,0.770552571,2003-07-01 00:00:00,July 2003,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.7698849172,0.7698849172,2003-08-01 00:00:00,August 2003,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.7638468098,0.7638468098,2003-09-01 00:00:00,September 2003,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.7644243228,0.7644243228,2003-10-01 00:00:00,October 2003,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.7675817306,0.7675817306,2003-11-01 00:00:00,November 2003,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.7622164471,0.7622164471,2003-12-01 00:00:00,December 2003,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.7640975366,0.7640975366,2004-01-01 00:00:00,January 2004,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.7879598068,0.7879598068,2004-02-01 00:00:00,February 2004,0,0, ,%null%,0,"On 1 February 2004, the $4 billion Strengthening Medicare package in response to falling rates of bulk billing was introduced. Bulk billing incentives introduced for non-referred services involving children under 16 and concessional patients.",0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8040720605,0.8040720605,2004-03-01 00:00:00,March 2004,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8015581537,0.8015581537,2004-04-01 00:00:00,April 2004,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8156082016,0.8156082016,2004-05-01 00:00:00,May 2004,0,0, ,%null%,0,"On 1 May 2004, the introduction of additional bulk billing incentive item, 10991 to provide a higher incentive payment (compared to item 10990) for the bulk billing of children under 16 and concessional patients for attendances provided in regional, rural or remote areas, areas of health workforce shortage or the whole of Tasmania. Eligible areas have later been defined by Modified Monash areas.",0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.817324485,0.817324485,2004-06-01 00:00:00,June 2004,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8169556457,0.8169556457,2004-07-01 00:00:00,July 2004,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.819437725,0.819437725,2004-08-01 00:00:00,August 2004,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8229358433,0.8229358433,2004-09-01 00:00:00,September 2004,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8226877003,0.8226877003,2004-10-01 00:00:00,October 2004,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8253251182,0.8253251182,2004-11-01 00:00:00,November 2004,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.825641387,0.825641387,2004-12-01 00:00:00,December 2004,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8358296428,0.8358296428,2005-01-01 00:00:00,January 2005,0,0, ,%null%,0,"On 1 January 2005, rebates for non-hospital GP attendances increased to 100% of Schedule fee (not appliable to bulk billing incentive items). Also introduced was item 10992, which provided another incentive for the bulk billing of children under 16 and concessional patients receiving after-hours attendances provided in the areas defined under item 10991, in the specific case of the GP not being based in the eligible area, and therefore unable to claim item 10991.",0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8406762465,0.8406762465,2005-02-01 00:00:00,February 2005,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8518946152,0.8518946152,2005-03-01 00:00:00,March 2005,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8517923212,0.8517923212,2005-04-01 00:00:00,April 2005,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.851559128,0.851559128,2005-05-01 00:00:00,May 2005,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8484102654,0.8484102654,2005-06-01 00:00:00,June 2005,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8472024731,0.8472024731,2005-07-01 00:00:00,July 2005,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8474283707,0.8474283707,2005-08-01 00:00:00,August 2005,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8506868559,0.8506868559,2005-09-01 00:00:00,September 2005,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8506308654,0.8506308654,2005-10-01 00:00:00,October 2005,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8541125485,0.8541125485,2005-11-01 00:00:00,November 2005,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8532976474,0.8532976474,2005-12-01 00:00:00,December 2005,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8505187226,0.8505187226,2006-01-01 00:00:00,January 2006,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8563870515,0.8563870515,2006-02-01 00:00:00,February 2006,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8643079026,0.8643079026,2006-03-01 00:00:00,March 2006,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8654037797,0.8654037797,2006-04-01 00:00:00,April 2006,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8607412364,0.8607412364,2006-05-01 00:00:00,May 2006,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8618167415,0.8618167415,2006-06-01 00:00:00,June 2006,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8623667326,0.8623667326,2006-07-01 00:00:00,July 2006,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.861162344,0.861162344,2006-08-01 00:00:00,August 2006,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8643753572,0.8643753572,2006-09-01 00:00:00,September 2006,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8641135568,0.8641135568,2006-10-01 00:00:00,October 2006,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
