Age group series-alias,Type-alias,Type-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[none:type:nk]-alias,SUM(Pivot Field Values)-value,SUM(Pivot Field Values)-alias,MONTH(Service Month)-value,MONTH(Service Month)-alias,MONTH(Service Month)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[tmn:ServiceMonth:qk]-value,MONTH(Service Month)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[tmn:ServiceMonth:qk]-alias,ATTR(rolling_tooltip_text)-alias,ATTR(rolling 3 months average text)-alias,ATTR(rolling 3 months average text)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[attr:Calculation_892838648462733318:nk]-alias,ATTR(Description)-alias,ATTR(Description)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[attr:Description:nk]-alias,ATTR(Age Series tooltip )-alias,ATTR(State1)-alias,ATTR(State1)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[attr:State:nk]-alias,Series-alias,Series (label)-alias,SUM(policy_event_ind)-alias,ATTR(Series tooltip)-alias
16 - 64,Total,0,0.8060660125,0.8060660125,2015-12-01 00:00:00,December 2015,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.8093687174,0.8093687174,2016-01-01 00:00:00,January 2016,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.8089353494,0.8089353494,2016-02-01 00:00:00,February 2016,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.8139826738,0.8139826738,2016-03-01 00:00:00,March 2016,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.8218128339,0.8218128339,2016-04-01 00:00:00,April 2016,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.8182958244,0.8182958244,2016-05-01 00:00:00,May 2016,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.8154126515,0.8154126515,2016-06-01 00:00:00,June 2016,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.8121328779,0.8121328779,2016-07-01 00:00:00,July 2016,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.8104383948,0.8104383948,2016-08-01 00:00:00,August 2016,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.8118916188,0.8118916188,2016-09-01 00:00:00,September 2016,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.8141115494,0.8141115494,2016-10-01 00:00:00,October 2016,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.8132753875,0.8132753875,2016-11-01 00:00:00,November 2016,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.8109649718,0.8109649718,2016-12-01 00:00:00,December 2016,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.8115294983,0.8115294983,2017-01-01 00:00:00,January 2017,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.8153016301,0.8153016301,2017-02-01 00:00:00,February 2017,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.8189301775,0.8189301775,2017-03-01 00:00:00,March 2017,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.8301706021,0.8301706021,2017-04-01 00:00:00,April 2017,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.8228919793,0.8228919793,2017-05-01 00:00:00,May 2017,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.8201441413,0.8201441413,2017-06-01 00:00:00,June 2017,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.820627604,0.820627604,2017-07-01 00:00:00,July 2017,0,0, ,%null%,0,"From 1 July 2017, re-introduction of indexation of Schedule fees in a phased lifting approach commenced. However, indexation did not extend to all Medicare items.",0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.8175650782,0.8175650782,2017-08-01 00:00:00,August 2017,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.8179115663,0.8179115663,2017-09-01 00:00:00,September 2017,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.8189601347,0.8189601347,2017-10-01 00:00:00,October 2017,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.8193588549,0.8193588549,2017-11-01 00:00:00,November 2017,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.8173770409,0.8173770409,2017-12-01 00:00:00,December 2017,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.8168432474,0.8168432474,2018-01-01 00:00:00,January 2018,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.8209291499,0.8209291499,2018-02-01 00:00:00,February 2018,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.8249438044,0.8249438044,2018-03-01 00:00:00,March 2018,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.8290882179,0.8290882179,2018-04-01 00:00:00,April 2018,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.8330251299,0.8330251299,2018-05-01 00:00:00,May 2018,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.826049588,0.826049588,2018-06-01 00:00:00,June 2018,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.8235351964,0.8235351964,2018-07-01 00:00:00,July 2018,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.8203320917,0.8203320917,2018-08-01 00:00:00,August 2018,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.8242984416,0.8242984416,2018-09-01 00:00:00,September 2018,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.8209380335,0.8209380335,2018-10-01 00:00:00,October 2018,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.8212150647,0.8212150647,2018-11-01 00:00:00,November 2018,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.8195921367,0.8195921367,2018-12-01 00:00:00,December 2018,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.8191329364,0.8191329364,2019-01-01 00:00:00,January 2019,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.8215776012,0.8215776012,2019-02-01 00:00:00,February 2019,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.82472155,0.82472155,2019-03-01 00:00:00,March 2019,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.8306816073,0.8306816073,2019-04-01 00:00:00,April 2019,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.834679236,0.834679236,2019-05-01 00:00:00,May 2019,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.8284806826,0.8284806826,2019-06-01 00:00:00,June 2019,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.8194503473,0.8194503473,2019-07-01 00:00:00,July 2019,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.8171786276,0.8171786276,2019-08-01 00:00:00,August 2019,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.8184130075,0.8184130075,2019-09-01 00:00:00,September 2019,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.8161179705,0.8161179705,2019-10-01 00:00:00,October 2019,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.8170358839,0.8170358839,2019-11-01 00:00:00,November 2019,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.8137753227,0.8137753227,2019-12-01 00:00:00,December 2019,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.8126378402,0.8126378402,2020-01-01 00:00:00,January 2020,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.8141255366,0.8141255366,2020-02-01 00:00:00,February 2020,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.8431682578,0.8431682578,2020-03-01 00:00:00,March 2020,0,0, ,%null%,0,"From 13 March 2020, new telehealth items were introduced to protect patients and doctors during the COVID-19 pandemic. There was a temporary doubling of Schedule fees for all bulk billing incentive items between 30 March and 30 September. This included 2 temporary GP and other medical practitioner bulk billing incentive items for patients who are vulnerable to COVID-19, introduced on 20 April and ended on 30 September.",0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.9260782426,0.9260782426,2020-04-01 00:00:00,April 2020,0,0, ,%null%,0,"From 13 March 2020, new telehealth items were introduced to protect patients and doctors during the COVID-19 pandemic. There was a temporary doubling of Schedule fees for all bulk billing incentive items between 30 March and 30 September. This included 2 temporary GP and other medical practitioner bulk billing incentive items for patients who are vulnerable to COVID-19, introduced on 20 April and ended on 30 September.",0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.9034806831,0.9034806831,2020-05-01 00:00:00,May 2020,0,0, ,%null%,0,"From 13 March 2020, new telehealth items were introduced to protect patients and doctors during the COVID-19 pandemic. There was a temporary doubling of Schedule fees for all bulk billing incentive items between 30 March and 30 September. This included 2 temporary GP and other medical practitioner bulk billing incentive items for patients who are vulnerable to COVID-19, introduced on 20 April and ended on 30 September.",0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.8863516241,0.8863516241,2020-06-01 00:00:00,June 2020,0,0, ,%null%,0,"From 13 March 2020, new telehealth items were introduced to protect patients and doctors during the COVID-19 pandemic. There was a temporary doubling of Schedule fees for all bulk billing incentive items between 30 March and 30 September. This included 2 temporary GP and other medical practitioner bulk billing incentive items for patients who are vulnerable to COVID-19, introduced on 20 April and ended on 30 September.",0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.882705743,0.882705743,2020-07-01 00:00:00,July 2020,0,0, ,%null%,0,"From 13 March 2020, new telehealth items were introduced to protect patients and doctors during the COVID-19 pandemic. There was a temporary doubling of Schedule fees for all bulk billing incentive items between 30 March and 30 September. This included 2 temporary GP and other medical practitioner bulk billing incentive items for patients who are vulnerable to COVID-19, introduced on 20 April and ended on 30 September.",0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.8836476477,0.8836476477,2020-08-01 00:00:00,August 2020,0,0, ,%null%,0,"From 13 March 2020, new telehealth items were introduced to protect patients and doctors during the COVID-19 pandemic. There was a temporary doubling of Schedule fees for all bulk billing incentive items between 30 March and 30 September. This included 2 temporary GP and other medical practitioner bulk billing incentive items for patients who are vulnerable to COVID-19, introduced on 20 April and ended on 30 September.",0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.8759920569,0.8759920569,2020-09-01 00:00:00,September 2020,0,0, ,%null%,0,"From 13 March 2020, new telehealth items were introduced to protect patients and doctors during the COVID-19 pandemic. There was a temporary doubling of Schedule fees for all bulk billing incentive items between 30 March and 30 September. This included 2 temporary GP and other medical practitioner bulk billing incentive items for patients who are vulnerable to COVID-19, introduced on 20 April and ended on 30 September.",0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.8552376646,0.8552376646,2020-10-01 00:00:00,October 2020,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.8499056752,0.8499056752,2020-11-01 00:00:00,November 2020,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.8478572081,0.8478572081,2020-12-01 00:00:00,December 2020,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.847618251,0.847618251,2021-01-01 00:00:00,January 2021,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.8426788456,0.8426788456,2021-02-01 00:00:00,February 2021,0,0, ,%null%,0,"On 26 February 2021 GP attendance items were introduced for assessing a patient's suitability for a COVID-19 vaccine. It is a requirement that these items are bulk billed. In addition, bulk billing incentives are not payable for these items.",0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.8424902318,0.8424902318,2021-03-01 00:00:00,March 2021,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.8509657179,0.8509657179,2021-04-01 00:00:00,April 2021,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.8533758632,0.8533758632,2021-05-01 00:00:00,May 2021,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.8538704453,0.8538704453,2021-06-01 00:00:00,June 2021,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.8592670372,0.8592670372,2021-07-01 00:00:00,July 2021,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.8798273127,0.8798273127,2021-08-01 00:00:00,August 2021,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.8814780873,0.8814780873,2021-09-01 00:00:00,September 2021,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.8757994116,0.8757994116,2021-10-01 00:00:00,October 2021,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.8467040469,0.8467040469,2021-11-01 00:00:00,November 2021,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.8456516041,0.8456516041,2021-12-01 00:00:00,December 2021,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.8640541579,0.8640541579,2022-01-01 00:00:00,January 2022,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.8470568479,0.8470568479,2022-02-01 00:00:00,February 2022,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.8309646258,0.8309646258,2022-03-01 00:00:00,March 2022,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.830194135,0.830194135,2022-04-01 00:00:00,April 2022,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.8253847979,0.8253847979,2022-05-01 00:00:00,May 2022,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.8185115516,0.8185115516,2022-06-01 00:00:00,June 2022,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.8067889433,0.8067889433,2022-07-01 00:00:00,July 2022,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7835564136,0.7835564136,2022-08-01 00:00:00,August 2022,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7697578535,0.7697578535,2022-09-01 00:00:00,September 2022,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7531122834,0.7531122834,2022-10-01 00:00:00,October 2022,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7473993616,0.7473993616,2022-11-01 00:00:00,November 2022,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7397837544,0.7397837544,2022-12-01 00:00:00,December 2022,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7183601198,0.7183601198,2023-01-01 00:00:00,January 2023,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7148537198,0.7148537198,2023-02-01 00:00:00,February 2023,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7132005802,0.7132005802,2023-03-01 00:00:00,March 2023,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7201338567,0.7201338567,2023-04-01 00:00:00,April 2023,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7190146165,0.7190146165,2023-05-01 00:00:00,May 2023,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.706895602,0.706895602,2023-06-01 00:00:00,June 2023,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6960053556,0.6960053556,2023-07-01 00:00:00,July 2023,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6927068793,0.6927068793,2023-08-01 00:00:00,August 2023,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6911562745,0.6911562745,2023-09-01 00:00:00,September 2023,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6783668123,0.6783668123,2023-10-01 00:00:00,October 2023,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6856782424,0.6856782424,2023-11-01 00:00:00,November 2023,0,0, ,%null%,0,"On 1 November 2023, new bulk billing items with higher incentive payments were introduced for certain types of GP consultations outside of hospital, for children under 16 and concessional patients. These payments are triple the amount of existing standard bulk billing incentive payments. In addition, the standard bulk billing incentive payments continue to be available for the remaining types of GP consultations.",0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6872703908,0.6872703908,2023-12-01 00:00:00,December 2023,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6802328565,0.6802328565,2024-01-01 00:00:00,January 2024,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6857684135,0.6857684135,2024-02-01 00:00:00,February 2024,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6914116612,0.6914116612,2024-03-01 00:00:00,March 2024,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6962673139,0.6962673139,2024-04-01 00:00:00,April 2024,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7026387064,0.7026387064,2024-05-01 00:00:00,May 2024,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6954970488,0.6954970488,2024-06-01 00:00:00,June 2024,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6876705198,0.6876705198,2024-07-01 00:00:00,July 2024,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6872571917,0.6872571917,2024-08-01 00:00:00,August 2024,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6889749086,0.6889749086,2024-09-01 00:00:00,September 2024,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6863248537,0.6863248537,2024-10-01 00:00:00,October 2024,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6869454546,0.6869454546,2024-11-01 00:00:00,November 2024,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6872411631,0.6872411631,2024-12-01 00:00:00,December 2024,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6802124829,0.6802124829,2025-01-01 00:00:00,January 2025,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6863091,0.6863091,2025-02-01 00:00:00,February 2025,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6918217427,0.6918217427,2025-03-01 00:00:00,March 2025,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7041650443,0.7041650443,2025-04-01 00:00:00,April 2025,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7064812929,0.7064812929,2025-05-01 00:00:00,May 2025,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7032990059,0.7032990059,2025-06-01 00:00:00,June 2025,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6879969011,0.6879969011,2025-07-01 00:00:00,July 2025,0,0, ,%null%,0,"On 1 July 2025, COVID-19 vaccine support items were removed from the MBS. These were items claimed by GPs to assess a patient's suitability for the COVID-19 vaccine, and were removed to bring the MBS treatment of COVID-19 vaccines in line with other vaccines. GPs will be able to use general attendance items when providing COVID-19 vaccine support services.",0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6902211359,0.6902211359,2025-08-01 00:00:00,August 2025,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6930999341,0.6930999341,2025-09-01 00:00:00,September 2025,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6972664333,0.6972664333,2025-10-01 00:00:00,October 2025,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7506800499,0.7506800499,2025-11-01 00:00:00,November 2025,0,0, ,%null%,0,"On 1 November 2025, bulk billing incentives, previously only eligible for patients under 16 years of age or who were a Commonwealth concession cardholder, were expanded to all Medicare-eligible patients when bulk billed.",0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7554788182,0.7554788182,2025-12-01 00:00:00,December 2025,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7541460171,0.7541460171,2026-01-01 00:00:00,January 2026,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7612154962,0.7612154962,2026-02-01 00:00:00,February 2026,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7712318711,0.7712318711,2026-03-01 00:00:00,March 2026,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.3430592436,0.3430592436,1984-02-01 00:00:00,February 1984,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.3660407917,0.3660407917,1984-03-01 00:00:00,March 1984,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.3754244262,0.3754244262,1984-04-01 00:00:00,April 1984,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.3881298836,0.3881298836,1984-05-01 00:00:00,May 1984,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.3914551852,0.3914551852,1984-06-01 00:00:00,June 1984,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.3898684959,0.3898684959,1984-07-01 00:00:00,July 1984,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.393746518,0.393746518,1984-08-01 00:00:00,August 1984,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.4008934037,0.4008934037,1984-09-01 00:00:00,September 1984,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.4012295336,0.4012295336,1984-10-01 00:00:00,October 1984,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
